nbJobs = 20;
nbMchs = 10;

p = [
[0.0, 0.0, 4.64, 0.0, 4.64, 0.0, 4.64, 4.64, 2.95, 0.0, 0.0, 4.64, 1.25, 0.0, 3.35, 4.64, 0.0, 0.0, 0.0, 0.0],
[0.0, 0.0, 1.65, 0.0, 1.65, 0.0, 1.65, 1.65, 0.0, 0.0, 0.0, 1.65, 0.0, 0.0, 0.0, 1.65, 0.0, 0.0, 0.0, 0.0],
[4.19, 4.18, 4.42, 0.0, 6.51, 0.0, 6.51, 6.51, 0.0, 0.0, 0.0, 6.51, 0.0, 0.0, 0.0, 6.51, 5.7, 0.0, 0.0, 6.77],
[7.8, 0.0, 0.0, 0.0, 7.96, 0.0, 7.8, 7.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.62, 7.8, 0.0, 7.8, 7.8],
[0.14, 4.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.27, 0.0, 0.0, 1.42, 3.27, 3.27, 0.0],
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.49, 0.0, 0.0, 0.0, 3.35, 7.92, 0.0, 0.0, 3.35, 3.35, 0.0],
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.92, 7.29, 0.0, 0.0, 1.63, 2.48, 0.0],
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.74, 0.0, 0.0, 0.0, 0.95, 4.59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],
[0.0, 0.0, 0.0, 8.2, 0.0, 0.0, 0.0, 0.0, 3.32, 0.0, 2.23, 0.0, 8.2, 0.0, 7.82, 0.0, 0.0, 0.0, 0.0, 0.0],
[0.0, 0.0, 0.0, 1.37, 0.0, 2.52, 0.0, 0.0, 7.51, 0.0, 0.0, 0.0, 8.62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],
];

q = [
[
